product;price;rating;recall;instalment;instalment_price;instalment_time
ASUS Vivobook Pro 15 K6502ZC-MA097 90NB0Z62-M006M0 серебристый;479990;10;(2 отзыва);В кредит;30 368 ₸;x24
Lenovo IdeaPad Gaming 3 15IHU6 82K10013RK черный;361500;10;(5 отзывов);В кредит;22 871 ₸;x24
Lenovo IP3 15ABA7 82RK00AGRK темно-синий;296989;0;;В кредит;18 790 ₸;x24
Lenovo IdeaPad 3 15IAU7 82RK00B2RK серый;204990;10;(5 отзывов);В кредит;12 970 ₸;x24
Apple MacBook Pro 13 MNEQ3 серебристый;778731;10;(7 отзывов);В рассрочку;64 895 ₸;x12
ASUS ROG Strix G513 90NR0502-M00050 черный;547059;10;(36 отзывов);В кредит;34 611 ₸;x24
Lenovo Legion 5 17ACH6 82K000ABRU темно-синий;449990;10;(4 отзыва);В кредит;28 470 ₸;x24
Colorful X15-XS 22 синий;458000;0;;В кредит;28 977 ₸;x24
Lenovo IdeaPad Gaming 3 15ACH6 82K2002ERK черный;469900;10;(4 отзыва);В кредит;29 729 ₸;x24
ASUS P1512CEA-BQ0218W 90NX05E1-M00830 серый;499990;10;(10 отзывов);В кредит;31 633 ₸;x24
Acer Aspire 3 A315-58G NX.ADUER.00X серебристый;259980;10;(14 отзывов);В кредит;16 449 ₸;x24
Apple MacBook Pro 13 MNEJ3 серый;761384;10;(11 отзывов);В рассрочку;63 449 ₸;x12
Lenovo Legion 5 15IMH6 82NL00BXRK черный;519970;9;(4 отзыва);В кредит;32 897 ₸;x24
ASUS TUF Gaming F17 FX706HF-HX014 90NR0HC4-M001M0 черный;428607;10;(5 отзывов);В кредит;27 117 ₸;x24
HP ENVY 13-BA1023UR 63Z10EA коричневый;407990;0;;В кредит;25 813 ₸;x24
HP Laptop 15s-fq3027ur 3T796EA серый;149900;8;(2 отзыва);В кредит;9 484 ₸;x24
Lenovo Legion 5 15IMH6 82NL00BXRK черный;519970;9;(4 отзыва);В кредит;32 897 ₸;x24
Xiaomi Redmibook 15 XMA2101-BN/JYU4532RU серый;329970;10;(5 отзывов);В кредит;20 877 ₸;x24
Lenovo Legion 5 15IAH7H 82RB00PERK серый;619990;10;(8 отзывов);В кредит;39 225 ₸;x24
ASUS VivoBook X515EA-BQ3469 90NB0TY1-M03LA0 серый;229700;0;;В кредит;14 533 ₸;x24
ASUS ExpertBook B1 B1500 90NX0441-M23770 черный;173301;10;;В кредит;10 965 ₸;x24
Xiaomi RedmiBook 15 XMA2101-BN JYU4525RU серый;249970;9;(9 отзывов);В кредит;15 815 ₸;x24
Lenovo IdeaPad L3 15ITL6 82HL002HRK серебристый;279989;8;(13 отзывов);В кредит;17 714 ₸;x24
Apple MacBook Air 13 MLXX3 серый;753000;10;(11 отзывов);В рассрочку;62 750 ₸;x12
HP 15s-eq1349ur 491L4EA серый;247790;10;(7 отзывов);В кредит;15 677 ₸;x24
Lenovo 14ADA05 81W000VKRU синий;229890;10;(2 отзыва);В кредит;14 545 ₸;x24
Lenovo Legion S7 16IAH7 82TF0061RK серый;659990;10;(3 отзыва);В кредит;41 756 ₸;x24
Lenovo IdeaPad 3 14ITL6 82H701AJRU темно-синий;151994;10;(2 отзыва);В кредит;9 617 ₸;x24
Acer Nitro 5 AN515-58-74XD NH.QFMER.00D черный;599980;9;(15 отзывов);В кредит;37 959 ₸;x24
ASUS Vivobook Pro 15 M6500QC-MA145 90NB0YN1-M008R0 темно-синий;442969;10;(2 отзыва);В кредит;28 026 ₸;x24
Lenovo IdeaPad 3 15ALC6 82KU01PSRU серый;259990;7;(2 отзыва);В кредит;16 449 ₸;x24
Huawei MateBook D 15 BoDE-WDH9 53013PAB серый;299245;10;;В кредит;18 933 ₸;x24
Lenovo IdeaPad 3 15ALC6 82KU01PTRU серый;219990;6;(1 отзыв);В кредит;13 918 ₸;x24
HP Pavilion 15-eg0160ur 5B7Z5EA серебристый;292900;0;;В кредит;18 531 ₸;x24
ASUS X515EA-BQ970 90NB0TY2-M02ZN0 серебристый;329580;10;(22 отзыва);В кредит;20 852 ₸;x24
Lenovo IdeaPad 3 15IAU7 82RK00HXRK серый;398999;10;(5 отзывов);В кредит;25 244 ₸;x24
Lenovo IdeaPad 3 15ABA7 82RN00AHRK темно-синий;204990;8;(3 отзыва);В кредит;12 970 ₸;x24
Chuwi CoreBook X Pro 4C8T 8G/256G серый;219990;10;(1 отзыв);В кредит;13 918 ₸;x24
HP Pavilion 15-eg2011ci 6G7Z6EA синий;899990;10;;В кредит;56 940 ₸;x24
HP 255 G8 5N322ES черный;304200;10;(1 отзыв);В кредит;19 246 ₸;x24
ASUS X1702ZA-AU154W 90NB0WZ1-M00630 серебристый;284990;10;(5 отзывов);В кредит;18 031 ₸;x24
ASUS TUF Gaming A15 FA507RR-HQ007 90NR0B31-M005D0 серый;599990;0;;В кредит;37 960 ₸;x24
Acer Aspire NX.ADDER.01Z серебристый;229990;10;(1 отзыв);В кредит;14 551 ₸;x24
ASUS Vivobook Pro15 M6500QC-HN058 90NB0YN1-M004T0 синий;369900;9;(28 отзывов);В кредит;23 403 ₸;x24
Acer Aspire 3 A315-56 NX.HS5ER.02K черный;166900;10;(9 отзывов);В кредит;10 560 ₸;x24
Lenovo Legion 5 Pro 16ARH7H 82RG00GGRK серый;698990;9;(5 отзывов);В кредит;44 223 ₸;x24
YEPO 737A6 J3455 серый;129998;9;(24 отзыва);В кредит;8 225 ₸;x24
Apple MacBook Pro 16 MK193 серый;1027997;10;(17 отзывов);В рассрочку;85 667 ₸;x12
Lenovo V15 G3 82TT0047RU черный;229990;9;(3 отзыва);В кредит;14 551 ₸;x24
HP Victus 16-e0121ur 5A9G9EA серебристый;479990;0;;В кредит;30 368 ₸;x24
Lenovo IdeaPad Slim 3 14AMN8 82XN0008RK серебристый;189990;0;;В кредит;12 021 ₸;x24
Neo 15U WH15U-I5 серый;175555;9;(43 отзыва);В кредит;11 107 ₸;x24
ASUS X515JA-BQ3253 90NB0SR1-M02LC0 серый;269890;9;(17 отзывов);В кредит;17 075 ₸;x24
ASUS TUF Gaming A15 FA506ICB-HN105 90NR0667-M00BL0 черный;579990;10;(29 отзывов);В кредит;36 694 ₸;x24
Apple MacBook Air 15 2023 MQKQ3 темно-серый;860539;10;(2 отзыва);В рассрочку;71 712 ₸;x12
Apple MacBook Air 13 MLY23 золотистый;744433;10;(8 отзывов);В рассрочку;62 037 ₸;x12
Apple MacBook Air 13 MLY03 серебристый;774577;10;(2 отзыва);В рассрочку;64 549 ₸;x12
Lenovo Legion 5 82RB00NVRK серый;598990;10;(8 отзывов);В кредит;37 897 ₸;x24
ASUS X515EA-EJ1413 90NB0TY1-M03EY0 серый;199900;0;;В кредит;12 647 ₸;x24
ASUS ROG Strix G16 G614JZ-N3030W 90NR0CZ1-M00240 серый;1059990;0;;В кредит;67 062 ₸;x24
Huawei MateBook D15 BohrD-WFH9C серый;369990;9;(6 отзывов);В кредит;23 408 ₸;x24
Lenovo IdeaPad 3 15ABA7 82RN00AQRK серый;299900;10;(2 отзыва);В кредит;18 974 ₸;x24
ASUS Vivobook 15X X1503ZA-L1147W 90NB0WY1-M008V0 темно-синий;409900;10;(10 отзывов);В кредит;25 933 ₸;x24
Apple MacBook Pro 16 Z14V0008D серый;1396390;10;(1 отзыв);В рассрочку;116 366 ₸;x12
Huawei MateBook D 15 BohrD-WDI9A серый;259990;10;(11 отзывов);В кредит;16 449 ₸;x24
Acer Swift 1 SF114-34 NX.A75ER.004 золотистый;219990;9;(8 отзывов);В кредит;13 918 ₸;x24
Huawei MateBook D15 BohrD-WDH9C серый;279990;10;(16 отзывов);В кредит;17 714 ₸;x24
Apple MacBook Air 13 Z15S000NB серый;659980;10;(13 отзывов);В рассрочку;54 999 ₸;x12
HP ProBook 450 G9 6A1T9EA серебристый;515308;10;;В кредит;32 602 ₸;x24
Lenovo IdeaPad 3 81WQ005BRK серый;155000;10;(5 отзывов);В кредит;9 807 ₸;x24
ASUS Vivobook X1404ZA-EB140 90NB1001-M00540 синий;213482;10;(1 отзыв);В кредит;13 507 ₸;x24
HP 15s-eq2039ur R585SUN 4A724EA серебристый;219990;9;(5 отзывов);В кредит;13 918 ₸;x24
Dream Machines RG3070-15KZ25 черный;1199990;10;;В кредит;75 920 ₸;x24
ASUS ROG Strix G16 G614JV-N4071 90NR0C61-M005R0 серый;799990;10;(2 отзыва);В кредит;50 613 ₸;x24
Lenovo IdeaPad Gaming 3 15IHU6 82K100Y7RU черный;399900;10;(1 отзыв);В кредит;25 301 ₸;x24
Acer Predator Helios PH317-56 NH.QGFER.003 черный;749990;10;(6 отзывов);В кредит;47 450 ₸;x24
Lenovo Legion 5 15ITH6H 82JH00KGRK темно-синий;499940;10;(3 отзыва);В кредит;31 630 ₸;x24
Lenovo IdeaPad Gaming 3 15IHU6 82K100Y7RU черный;399900;10;(1 отзыв);В кредит;25 301 ₸;x24
Lenovo IdeaPad 1 15ADA7 82R10052RK серый;165510;9;(3 отзыва);В кредит;10 472 ₸;x24
Acer Aspire 3 A315-59 NX.K6TER.002 серебристый;252260;10;(3 отзыва);В кредит;15 960 ₸;x24
Acer Extensa 15 EX215-52 NX.EG8ER.00B черный;219990;9;(28 отзывов);В кредит;13 918 ₸;x24
ASUS ROG Strix G15 G513RM 90NR0845-M00SW0 серый;662670;8;(2 отзыва);В кредит;41 925 ₸;x24
Lenovo IdeaPad V15 Gen 3 IAP 82TT000VRU черный;207597;8;;В кредит;13 134 ₸;x24
Acer Aspire 3 A315-58 NX.ADDER.01C серебристый;219980;10;(4 отзыва);В кредит;13 918 ₸;x24
ASUS GU604VI-N4036W 90NR0BW3-M00520 черный;1999990;0;;В кредит;126 533 ₸;x24
Huawei MateBook D15 BohrD-WFE9A серый;429990;10;(7 отзывов);В кредит;27 204 ₸;x24
Lenovo V15 G3 ABA 82TV003TRU черный;219990;0;;В кредит;13 918 ₸;x24
HP Victus 16-e0143ur 65B10EA серебристый;429990;10;(3 отзыва);В кредит;27 204 ₸;x24
ASUS GU604VI-N4036W 90NR0BW3-M00520 черный;1999990;0;;В кредит;126 533 ₸;x24
Lenovo IdeaPad 3 15ABA7 82RN00AKRK серый;255990;10;(3 отзыва);В кредит;16 196 ₸;x24
HP Victus 16-e0143ur 65B10EA серебристый;429990;10;(3 отзыва);В кредит;27 204 ₸;x24
Lenovo IdeaPad 3 15ALC6 82KU01S5RK серый;211299;9;(2 отзыва);В кредит;13 369 ₸;x24
ASUS X515EA-BQ1189 90NB0TY1-M31020 серебристый;181410;0;;В кредит;11 478 ₸;x24
ASUS TUF Gaming A17 FA707NU-HX018W 90NR0EF5-M00140 темно-серый;667970;10;(2 отзыва);В кредит;42 261 ₸;x24
Acer Aspire 3 A315-56 NX.HS5ER.003 черный;263735;10;(12 отзывов);В кредит;16 686 ₸;x24
Acer Aspire 5 A515 NX.A84ER.00M серебристый;288205;10;;В кредит;18 234 ₸;x24
MSI Katana GF76 11UC-873XGE 9S7-17L212-873 черный;449990;10;(1 отзыв);В кредит;28 470 ₸;x24
Apple MacBook Pro 14 2023 MPHH3 серебристый;1084346;9;(3 отзыва);В рассрочку;90 363 ₸;x12
ASUS Vivobook X OLED X1503ZA-L1232 90NB0WY1-M00NL0 синий;406980;10;(2 отзыва);В кредит;25 749 ₸;x24
Apple MacBook Air 13 Z15Y000LC золотистый;844460;9;(2 отзыва);В рассрочку;70 372 ₸;x12
HP Victus 16-e0080ur 4E1L2EA синий;538225;10;(5 отзывов);В кредит;34 052 ₸;x24
Dream Machines RG3060-15KZ20 черный;699999;10;;В кредит;44 287 ₸;x24
ASUS TUF F15 FX506L M05370 серый;447790;10;(2 отзыва);В кредит;28 331 ₸;x24
Acer Swift X SFX-16-51G NX.AYLER.003 серый;399990;9;(5 отзывов);В кредит;25 306 ₸;x24
ASUS ROG Strix G16 90NR0CC1-M00B00 серый;699990;9;(6 отзывов);В кредит;44 286 ₸;x24
HP 16-d1077ci 79P29EA#UUQ белый;399990;0;;В кредит;25 306 ₸;x24
Apple MacBook Air 13 Z15Y000LC золотистый;844460;9;(2 отзыва);В рассрочку;70 372 ₸;x12
ASUS 90NB1021-M003H0 90NB1021-M003H0 голубой;239990;10;(6 отзывов);В кредит;15 184 ₸;x24
Acer Predator Helios PH317-56 NH.QGVER.001 черный;579990;10;(3 отзыва);В кредит;36 694 ₸;x24
Lenovo IdeaPad 3 15IAU7 82RK00L4RK серый;299490;9;(2 отзыва);В кредит;18 948 ₸;x24
Lenovo Legion 5 15IAH7H 82RB00PFRK серый;599990;10;(4 отзыва);В кредит;37 960 ₸;x24
ASUS Vivobook X OLED X1503ZA-L1232 90NB0WY1-M00NL0 синий;406980;10;(2 отзыва);В кредит;25 749 ₸;x24
Huawei MateBook D16 ROLLEF-W5651 серый;459990;9;(16 отзывов);В кредит;29 102 ₸;x24
Apple MacBook Air 13 MLY43 черный;759494;10;(10 отзывов);В рассрочку;63 292 ₸;x12
Apple MacBook Pro 14 2023 MPHF3 серый;1375277;10;(1 отзыв);В рассрочку;114 607 ₸;x12
MSI GF63 Thin 11UC-1229XGE 9S7-16R612-1229 черный;411165;0;;В кредит;26 013 ₸;x24
ASUS X1500EA-BQ2259W 90NB0TY5-M038F0 черный;249900;10;;В кредит;15 811 ₸;x24
Lenovo V15 G3 IAP 82TT0048RU черный;269990;0;;В кредит;17 082 ₸;x24
Lenovo IdeaPad Gaming 3 16IAH7 82SA00DDRK темно-серый;475122;0;;В кредит;30 060 ₸;x24
Acer Aspire 3 A315-56-399N NX.HS5ER.02E черный;199888;10;(6 отзывов);В кредит;12 647 ₸;x24
ASUS Vivobook Pro 15 M6500QC-MA146W 90NB0YN1-M008S0 темно-синий;529990;10;(1 отзыв);В кредит;33 531 ₸;x24
Acer Aspire 7 A715-42G NH.QE5ER.001 черный;453600;9;(19 отзывов);В кредит;28 698 ₸;x24
Great Asia TK-E140J3 512GB серебристый;159000;10;(3 отзыва);В кредит;10 060 ₸;x24
ASUS X515EA-BQ1949W 90NB0TY3-M00LS0 синий;209418;10;(3 отзыва);В кредит;13 250 ₸;x24
ASUS ExpertBook B1 B1500CEAE-BQ2000T 90NX0441-M23780 синий;226420;10;(7 отзывов);В кредит;14 325 ₸;x24
HP Victus 16-e1050ci 6K3C9EA черный;536789;10;(6 отзывов);В кредит;33 961 ₸;x24
Lenovo IdeaPad Gaming 3 15ACH6 82K201R0RK черный;677942;10;(2 отзыва);В кредит;42 892 ₸;x24
ASUS TUF Gaming F15 FX506HF-HN017 90NR0HB4-M00420 черный;379990;10;(15 отзывов);В кредит;24 041 ₸;x24
HP 17-cn0045ur 444X1EA серебристый;298887;9;(1 отзыв);В кредит;18 910 ₸;x24
HP 250 G8 27J88EA черный;332490;0;;В кредит;21 036 ₸;x24
HP Europe Pavilion 15S-EQ3068CI 725Z0EA серебристый;349480;10;(17 отзывов);В кредит;22 111 ₸;x24
ASUS Vivobook Pro 15 OLED K6500ZC-MA359 90NB0XK1-M00MJ0 темно-синий;590110;10;(10 отзывов);В кредит;37 335 ₸;x24
HP Victus 15-fb0034ci 6M878EA черный;349900;10;(1 отзыв);В кредит;22 137 ₸;x24
ASUS X515EA-BQ3272W 90NB0TY1-M038P0 серый;299990;10;(7 отзывов);В кредит;18 980 ₸;x24
ASUS X515EA-BQ3270 90NB0TY1-M038M0 серый;289890;10;(10 отзывов);В кредит;18 341 ₸;x24
Lenovo IdeaPad 5 Pro 14ARH7 82SJ0065RK серый;399990;10;(2 отзыва);В кредит;25 306 ₸;x24
HP Pavilion Aero 13-be1021ci 6K354EA серебристый;481960;10;(4 отзыва);В кредит;30 492 ₸;x24
Lenovo Legion 5 Pro 16ACH6H 82JQ00C8RK серый;699990;10;(37 отзывов);В кредит;44 286 ₸;x24
Lenovo V15 G3 IAP 82TT0041RU черный;347970;10;(1 отзыв);В кредит;22 015 ₸;x24
Lenovo IdeaPad 3 15ALC6 82KU002VRK серый;299990;10;(11 отзывов);В кредит;18 980 ₸;x24
Huawei MateBook D14 NobelD-WDH9D серый;369990;10;(25 отзывов);В кредит;23 408 ₸;x24
ASUS ROG Strix G15 G513IE-HN004 90NR0582-M01010 черный;567990;9;(11 отзывов);В кредит;35 935 ₸;x24
Acer Extensa 15 EX215-31-C4BN NX.EFTER.00G черный;159990;8;(47 отзывов);В кредит;10 123 ₸;x24
ASUS Vivobook 15X OLED X1503ZA-L1491W 90NB0WY2-M00P60 серебристый;303946;9;(7 отзывов);В кредит;19 230 ₸;x24
Acer Aspire EX215-52-36GF NX.EG8ER.01U черный;209900;10;(35 отзывов);В кредит;13 280 ₸;x24
HP Elite Dragonfly G3 5P6P8EA серый;874956;0;;В кредит;55 356 ₸;x24
ASUS ExpertBook B1 B1400 B1400CEAE-EB2613R синий;244656;10;(4 отзыва);В кредит;15 479 ₸;x24
Lenovo V15 G2 ITL 82KB00MMRU серый;249566;10;;В кредит;15 790 ₸;x24
Lenovo IdeaPad 3 15IGL05 81WQ00ELRK серый;209799;9;(27 отзывов);В кредит;13 274 ₸;x24
MSI Alpha 15 B5EEK-089XKZ черный;532430;6;(1 отзыв);В кредит;33 685 ₸;x24
Acer Aspire 3 A315 NX.ADDER.01A серебристый;367603;6;(1 отзыв);В кредит;23 257 ₸;x24
Lenovo IdeaPad 3 82H802QARK серый;309790;0;;В кредит;19 600 ₸;x24
HP ProBook 440 G9 UMA 6A2H5EA серебристый;437858;10;(1 отзыв);В кредит;27 702 ₸;x24
Apple MacBook Pro 16 MK1E3 серебристый;1089334;10;(12 отзывов);В рассрочку;90 778 ₸;x12
Gateway Ultra Slim GAT-GWNC31514-BL синий;142000;0;;В кредит;8 984 ₸;x24
Huawei MateBook D15 BohrM-WDQ9B серебристый;269990;10;(9 отзывов);В кредит;17 082 ₸;x24
Lenovo Legion 5 Pro 16ACH6H 82JQ010CRK серый;696730;10;(10 отзывов);В кредит;44 080 ₸;x24
LG gram 16Z90P-G.AH85R темно-серый;806290;0;;В кредит;51 012 ₸;x24
ASUS Vivobook Go 15 E510KA-EJ135W 90NB0UJ3-M00AX0 белый;299990;10;(4 отзыва);В кредит;18 980 ₸;x24
ASUS Vivobook Go E1504FA-BQ091 90NB0ZR2-M005B0 черный;199990;0;;В кредит;12 653 ₸;x24
Huawei MateBook D15 BoD-WDI9 серый;498990;10;(5 отзывов);В кредит;31 570 ₸;x24
Huawei MateBook D 15 53013HSR серебристый;599990;9;(2 отзыва);В кредит;37 960 ₸;x24
Acer Extensa EX215-52-36UB NX.EG8ER.005 черный;249990;10;(1 отзыв);В кредит;15 816 ₸;x24
Lenovo Ideapad L3 15IML05 81Y30021RK серебристый;259990;9;(4 отзыва);В кредит;16 449 ₸;x24
HP Victus 15-fa0016ci 6K5S1EA черный;399900;10;(1 отзыв);В кредит;25 301 ₸;x24
Lenovo Legion 7 16ARHA7 82UH005KRK серый;899990;10;(1 отзыв);В кредит;56 940 ₸;x24
Lenovo Legion 5 15ITH6H 82JH00L9RK темно-синий;649990;10;(11 отзывов);В кредит;41 123 ₸;x24
ASUS X515JA-EJ2120W 90NB0SR1-M00HL0 серый;357790;10;(1 отзыв);В кредит;22 637 ₸;x24
Apple MacBook Pro 16 MNW83RU/A серый;1459990;0;;В рассрочку;121 666 ₸;x12
ASUS Laptop 14 X409FA 90NB0MS2-M09110 серый;268999;9;(6 отзывов);В кредит;17 019 ₸;x24
ASUS X515EA-BQ321 90NB0TY1-M00RC0 серый;267590;10;(8 отзывов);В кредит;16 930 ₸;x24
Lenovo Legion 5 Pro 16ACH6H 82JQ010DRK серый;619990;10;(2 отзыва);В кредит;39 225 ₸;x24
ASUS Laptop 14 X409FA 90NB0MS2-M09110 серый;268999;9;(6 отзывов);В кредит;17 019 ₸;x24
ASUS X515EA-BQ321 90NB0TY1-M00RC0 серый;267590;10;(8 отзывов);В кредит;16 930 ₸;x24
Apple MacBook Pro 16 MNW83RU/A серый;1459990;0;;В рассрочку;121 666 ₸;x12
Lenovo Legion 5 Pro 16ACH6H 82JQ010DRK серый;619990;10;(2 отзыва);В кредит;39 225 ₸;x24
HP Victus 16-e0132ur 640C0EA серый;399990;0;;В кредит;25 306 ₸;x24
Lenovo Yoga Slim 7 Pro 16ARH7 82UW003HRU серый;549990;10;;В кредит;34 796 ₸;x24
Lenovo Legion 5 Pro 16ARH7H 82RG00GQRK серый;719990;0;;В кредит;45 552 ₸;x24
Lenovo IdeaPad 1 15ADA7 82R10053RK серебристый;139990;9;(1 отзыв);В кредит;8 857 ₸;x24
HP Omen 16-b1017ci 6M883EA черный;649990;9;(7 отзывов);В кредит;41 123 ₸;x24
ASUS ZenBook UX3402ZA-KM302W 90NB0WC1-M00NP0 синий;459980;10;(9 отзывов);В кредит;29 102 ₸;x24
ASUS Zenbook 14X UX5401ZA-KN178W 90NB0WM1-M00950 темно-серый;599990;10;(5 отзывов);В кредит;37 960 ₸;x24
Lenovo IdeaPad 5 Pro 14ITL6 82L30084RK серый;499990;9;(3 отзыва);В кредит;31 633 ₸;x24
ASUS VivoBook K5504VA-MA091W 90NB0ZK2-M003X0 серый;619990;10;;В кредит;39 225 ₸;x24
Lenovo Legion 5 Pro 16IAH7H 82RF00QQRK серый;749990;10;(3 отзыва);В кредит;47 450 ₸;x24
Lenovo IdeaPad 5 Pro 14ITL6 82L30084RK серый;499990;9;(3 отзыва);В кредит;31 633 ₸;x24
Lenovo Ideapad Gaming 3 15IAH7 82S900CYRK черный;409980;0;;В кредит;25 939 ₸;x24
HP ProBook 450 G9 6S6W8EA серебристый;352373;0;;В кредит;22 294 ₸;x24
Lenovo IdeaPad Gaming 3 82SA00DERK серый;399790;0;;В кредит;25 294 ₸;x24
HP Europe EliteBook 840 G9 6T131EA серый;684125;0;;В кредит;43 283 ₸;x24
Acer Aspire A315-56-30HC NX.HS5ER.017 черный;228887;10;(2 отзыва);В кредит;14 481 ₸;x24
Apple MacBook Pro 16 2023 MNWE3 серебристый;2141742;10;(1 отзыв);В рассрочку;178 479 ₸;x12
Apple MacBook Pro 14 MKGQ3 серый;1101935;10;(22 отзыва);В рассрочку;91 828 ₸;x12
ASUS VivoBook 15X OLED X1503ZA-L1493 90NB0WY1-M00P90 синий;294990;10;(6 отзывов);В кредит;18 663 ₸;x24
Dream Machines RG3060-15KZ33 черный;599970;0;;В кредит;37 959 ₸;x24
ASUS VivoBook 15X OLED X1503ZA-L1493 90NB0WY1-M00P90 синий;294990;10;(6 отзывов);В кредит;18 663 ₸;x24
ASUS Zenbook S 13 Flip UP5302ZA-LX364W 90NB0VV2-M00F00 белый;614895;8;;В кредит;38 903 ₸;x24
Dream Machines RG3060-15KZ33 черный;599970;0;;В кредит;37 959 ₸;x24
HP VICTUS 16-E1047CI 725W5EA темно-серый;429890;10;(2 отзыва);В кредит;27 198 ₸;x24
ASUS X515JF 90NB0SW1-M000H0 серый;219990;9;(25 отзывов);В кредит;13 918 ₸;x24
Lenovo IdeaPad 3 15ITL6 82H802CBRK серый;169970;10;(1 отзыв);В кредит;10 754 ₸;x24
Lenovo V15 G2 ITL 82KB0001RU черный;399990;10;(8 отзывов);В кредит;25 306 ₸;x24
DELL Vostro 5620 210-BDBL-9 серый;562960;0;;В кредит;35 617 ₸;x24
ASUS L510KA-EJ162W 90NB0UJ4-M002L0 синий;165000;0;;В кредит;10 439 ₸;x24
Lenovo IdeaPad 3 15ITL6 82H8005GRK серебристый;179900;9;(15 отзывов);В кредит;11 382 ₸;x24
ASUS Vivobook Pro 16 K6602VU-MX126 90NB1151-M00650 темно-синий;729990;10;(1 отзыв);В кредит;46 184 ₸;x24
Huawei MateBook D15 BohrD-WDH9DL серый;299990;10;(16 отзывов);В кредит;18 980 ₸;x24
ASUS ROG Zephyrus M16 GU604VI-N4034 90NR0BW1-M00460 черный;1599990;10;;В кредит;101 226 ₸;x24
Lenovo IdeaPad 3 15ALC6 82KU01S4RK серый;249900;9;(7 отзывов);В кредит;15 811 ₸;x24
ASUS TUF Gaming F15 FX506HC-HN006 черный;472398;10;(5 отзывов);В кредит;29 887 ₸;x24
HP Europe ProBook 450 G8 1A888AV серебристый;524047;0;;В кредит;33 155 ₸;x24
ASUS Vivoobook Pro K6602ZC-N1117 90NB0Z51-M00580 синий;479990;9;(2 отзыва);В кредит;30 368 ₸;x24
Lenovo IdeaPad 1 15ADA7 82R10056RK серый;229700;0;;В кредит;14 533 ₸;x24
Apple MacBook Pro 16 Z14V0008E Space Grey серый;1999900;10;;В рассрочку;166 659 ₸;x12
